ID_Imagem,Pathology,original_shape2D_Elongation,original_shape2D_MajorAxisLength,original_shape2D_MaximumDiameter,original_shape2D_MeshSurface,original_shape2D_MinorAxisLength,original_shape2D_Perimeter,original_shape2D_PerimeterSurfaceRatio,original_shape2D_PixelSurface,original_shape2D_Sphericity,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
1.3.6.1.4.1.9590.100.1.2.296736403313792599626368780122205399650,1,0.8444555376960288,438.5273784954608,490.40799340956914,120549.5,370.31687320181425,3131.2429996246465,0.02597474895893095,120561.0,0.3930708758396848,115.0,166.0,2448220636.0,1.6430437053361944,34.0,1.9361254368693996,198.0,17.049014587570106,141.14242582593045,141.0,87.0,111.0,13.61203691810031,142.50229421941995,-0.1345678336811159,2448220636.0,0.33921611464509493,385.7194897698506,10.61951904745978,12.09296676018762,-1.1028147352255133,2.5061456747605786,0.0680039466202883,0.9471639518888505,0.0680039466202883,0.35843022975480543,0.06337940986435328,0.9659980266898558,0.9659980266898558,0.9973844635915273,0.9886660088966186,-0.7593916703675749,0.9576971844134322,0.0680039466202883,3.1638558145757383,0.2996172662013306,2.034865648512566,0.954493750141479,0.3736830663232884,6.327711629151477,1.9668617018922787,0.6435374053452168,2908.1512420312156,0.31964731172029187,0.7449612076816179,9.648933831611343,910.2120246207958,11723.982853374368,88.55636189883002,0.15298267629027137,6.1570272226392575,1055.3222686304682,0.11599497347004487,0.07546387306011065,734.6131136322153,0.31967196250883334,3.164088613451563,0.050899267169232584,2908.1512420312156,0.31964731172029187,0.7449612076816179,9.648933831611343,910.2120246207958,11723.982853374368,88.55636189883002,0.15298267629027137,1055.3222686304682,0.11599497347004487,0.31967196250883334,3.164088613451563,0.050899267169232584,6.1570272226392575,0.07546387306011065,734.6131136322153,2.2635516014266868,92485.75404152255,0.7671282922464359,0.16685096118642392,40896.23399772729,0.6458237791713035,10.625094350577715,8.284063669014026,88.72673584326607,1.0510045214547914,0.12891210903839367,0.1438990312879879,1.4996566975316323,0.0194377558064198,155.13560991016706,0.00038775917914828664,0.6829000062884208,0.004394736510414955,0.003255855990099851
1.3.6.1.4.1.9590.100.1.2.227955274711225756835838775062793186053,1,0.9484937619756507,215.37221201437114,255.31353273964936,32195.0,204.27919959852832,1208.7220048756863,0.03754378024151844,32198.0,0.5262265041721728,148.0,183.0,917273341.0,1.3493114818406187,15.0,2.898795905769361,196.0,9.783737836405209,168.32408845269893,170.0,130.0,66.0,6.863250712519281,168.78542352270455,-0.6847829185412314,917273341.0,0.432953432227014,155.52044030672982,5.3278441231929605,5.403917159772181,-0.42441634098368786,1.4853935329582135,0.07677561282212444,0.9017064022426667,0.07677561282212446,0.39071468931392705,0.07088111809791171,0.9616121935889378,0.9616121935889378,0.9923224387177876,0.980806096794469,-0.6867006330106505,0.9176323510791087,0.07677561282212446,2.2306253928346953,0.3745261820991032,1.764710933800679,0.9115106878005713,0.5178818353236958,4.461250785669391,1.687935320978555,0.3905422864450845,1110.6249556894718,0.393699027185208,0.4628470750527674,5.161644806806097,599.4009216589861,3584.729174051755,132.03770333609043,0.3254952932372287,5.696642261746129,306.62495568947185,0.10869370992182624,0.08761413752406982,469.1287599548683,0.30267864545995515,1.6627396289756549,0.09556931147475285,1110.6249556894718,0.393699027185208,0.4628470750527674,5.161644806806097,599.4009216589861,3584.729174051755,132.03770333609043,0.3254952932372287,306.62495568947185,0.10869370992182624,0.30267864545995515,1.6627396289756549,0.09556931147475285,5.696642261746129,0.08761413752406982,469.1287599548683,2.0542680737615595,23617.706068699918,0.7335146924871085,0.1865135123976146,13940.234610845395,0.39363636027608706,5.337691782098267,8.165848810485123,43.74945648798062,2.303882746340352,0.286200488643187,0.14827870606179816,0.7897574728589076,0.04377284763488875,255.32727568371175,0.0009764364871855827,0.23153870610271718,0.010028977810624368,0.0027068646435672978
1.3.6.1.4.1.9590.100.1.2.429120414011832984817094399141838850375,0,0.926209175556939,403.4466507279069,439.39048692478536,113275.0,373.675989751903,2796.60548135887,0.024688638105132374,113289.0,0.42661955945440067,142.0,177.0,2985637489.0,1.3036653978192416,18.0,2.611601444413254,194.0,10.726569359312895,161.80260219438782,164.0,121.0,73.0,7.821820776843689,162.339672686629,-0.4916212583306487,2985637489.0,0.4753804032497055,174.08725112652678,9.179602366232263,5.508910163348435,-0.044329308852983376,1.3978664308863793,0.04023484410443447,0.9440444914358458,0.04023484410443447,0.24336790640139017,0.03861600142432632,0.9798825779477828,0.9798825779477828,0.997633244464445,0.9919530311791132,-0.8024087489730224,0.9362530404203897,0.04023484410443447,2.9732464528755056,0.4438578516574791,1.5612090701493622,0.9582204636721801,0.6209491615887559,5.946492905751011,1.5209742260449286,0.35952531874770344,2085.6310913470447,0.38644267025144424,0.48551201027176655,9.987029831387808,1321.3035019455253,11453.230127848805,174.0450867766043,0.12724404504560147,6.836207268078207,284.4867518992033,0.05271201628667839,0.04763922357863517,880.676963701346,0.1899583517670193,1.9262258494770361,0.02433378943159618,2085.6310913470447,0.38644267025144424,0.48551201027176655,9.987029831387808,1321.3035019455253,11453.230127848805,174.0450867766043,0.12724404504560147,284.4867518992033,0.05271201628667839,0.1899583517670193,1.9262258494770361,0.02433378943159618,6.836207268078207,0.04763922357863517,880.676963701346,1.7623408487714687,94893.61594682626,0.8376242702012222,0.09984697933060072,53855.37050375588,0.35955144310041975,9.188667920098156,8.53725427887968,78.07766861742977,1.1134964804859941,0.13026296561105766,0.12851399714201928,1.1951062229244576,0.016691568155909355,152.6716055849482,0.0005421038526116243,0.2822429339745926,0.0024054412277437335,0.0032224357180835766
1.3.6.1.4.1.9590.100.1.2.115134232113001553100559896703407510515,0,0.9231815790367994,361.8878798972976,414.701097177232,89470.0,334.0882243978668,3065.1567799111176,0.03425904526557637,89475.0,0.3459321750557131,137.0,166.0,2024656912.0,1.1712082485377417,15.0,2.9507442254325205,188.0,9.04425481247484,150.00321877619447,149.0,122.0,66.0,6.459184634113382,150.42667868699058,0.5641222940591075,2024656912.0,0.47359717266620244,127.22001758024538,6.55159330608189,3.491074990579193,0.7552391054302382,1.220940144432903,0.047889518733485396,0.9245138727069534,0.04788951873348539,0.27736322286675297,0.045596112728960546,0.9760552406332574,0.9760552406332574,0.9971829694862657,0.990422096253303,-0.7537058093607052,0.9107504671943063,0.04788951873348539,2.5016655751033223,0.4312321332637516,1.4624232813611062,0.9284341124473161,0.510196707242711,5.0033311502066455,1.414533762627622,0.31720741579159717,2353.6343544009305,0.45630755222972674,0.3484734653277486,6.7712291585886,979.4243892981776,6414.566498642885,178.0307774331136,0.18109543966222913,6.302246895109906,329.53315238464523,0.06388777673219179,0.057647387538418554,678.5115361554333,0.20841092851297707,1.4008340387498315,0.03817722042170137,2353.6343544009305,0.45630755222972674,0.3484734653277486,6.7712291585886,979.4243892981776,6414.566498642885,178.0307774331136,0.18109543966222913,329.53315238464523,0.06388777673219179,0.20841092851297707,1.4008340387498315,0.03817722042170137,6.302246895109906,0.057647387538418554,678.5115361554333,1.703106545657983,72318.34319083543,0.8082519496041959,0.11999574294839171,42375.10702430847,0.3165182761414201,6.557720033528919,8.441519977647388,55.23520536462699,1.5540987550836671,0.18390751606594022,0.1326223960758747,0.8734748998789233,0.024350937740385444,200.82400043066923,0.0005158066906639136,0.3233172905879946,0.0025201776499329423,0.00293184489355137
1.3.6.1.4.1.9590.100.1.2.12857366312625701203276284233604184846,0,0.7988464007930697,390.0584171553603,429.0839078781678,91754.5,311.5967626436013,2441.97092168593,0.026614181557154473,91758.0,0.439721934884689,157.0,203.0,2959980568.0,1.6368895005601116,22.0,2.507801518972444,217.0,13.264594398353442,178.84452581791234,178.0,128.0,89.0,9.71155358652188,179.6066698467531,-0.10162222826015532,2959980568.0,0.3613925775161543,273.1914384066603,7.871967566142217,12.996270578138773,-0.09155890589793736,2.249233538960363,0.0450909730157335,0.9606934653050478,0.04509097301573349,0.2651658590232503,0.04305777716822789,0.9774545134921332,0.9774545134921332,0.9973475898226039,0.9909818053968533,-0.8207786051343036,0.9652050088016577,0.04509097301573349,2.7057220708446867,0.33174853137893984,1.9271212959994033,0.9638710769508447,0.44764656763645955,5.4114441416893735,1.8820303229836706,0.5735811279940239,1664.5674783326456,0.34349308261094624,0.6410972181745,6.8293437886917046,1332.4729673957904,12299.501031778787,188.1768941738891,0.24948267758059342,6.8058523223711545,294.1947998349154,0.060708790721195914,0.052812833758364396,973.9466351918069,0.2045015681422546,1.3755052501242795,0.054539113545197915,1664.5674783326456,0.34349308261094624,0.6410972181745,6.8293437886917046,1332.4729673957904,12299.501031778787,188.1768941738891,0.24948267758059342,294.1947998349154,0.060708790721195914,0.2045015681422546,1.3755052501242795,0.054539113545197915,6.8058523223711545,0.052812833758364396,973.9466351918069,2.1315898867225265,75475.59395366072,0.8225505563946546,0.11070725201538682,33160.660127727286,0.5757298532445829,7.8659299461627326,8.488110028553368,67.29514592733058,1.5991359972245835,0.19183333393879068,0.13074306569696617,1.0073472249467803,0.02631765851344344,171.62919589048215,0.000694395935037466,0.2539373454087854,0.004319427477398428,0.0036135957897852917
1.3.6.1.4.1.9590.100.1.2.38355348211600094806469224183939342192,1,0.885357390560393,185.0163553633255,213.60009363293827,21004.0,163.8055975954682,978.0630585851551,0.04656556173039207,21007.0,0.5252778416578989,160.0,181.0,616368700.0,0.9916039123174769,11.0,2.8821482928061535,189.0,6.361655889903015,171.1111534250488,172.0,137.0,52.0,4.767212980129615,171.2924694963415,-0.5518982276909632,616368700.0,0.5249192132205708,62.08327970450379,5.869716270990156,1.1639212759149467,0.35970086251269245,0.9001929421492818,0.06871260374445087,0.858164494907355,0.06871260374445087,0.36110087058446094,0.06399118183110894,0.9656436981277745,0.9656436981277745,0.9931287396255548,0.9828218490638871,-0.6315816336909451,0.844832660012322,0.06871260374445087,2.379463424049411,0.4603322242074873,1.3550926800036212,0.8606614080789572,0.579424821463038,4.758926848098822,1.2863800762591708,0.2422263864734332,837.0386643233743,0.4903565696094753,0.28576223407595935,5.923257176332748,490.3263034563562,2982.5992970123025,94.300950335221,0.2137603332682419,5.519179463394283,177.9560632688928,0.10425076934322952,0.0812586280763555,338.8791800810543,0.30938629281474245,1.8311803491448508,0.0713357802490023,837.0386643233743,0.4903565696094753,0.28576223407595935,5.923257176332748,490.3263034563562,2982.5992970123025,94.300950335221,0.2137603332682419,177.9560632688928,0.10425076934322952,0.30938629281474245,1.8311803491448508,0.0713357802490023,5.519179463394283,0.0812586280763555,338.8791800810543,1.658872117378709,15788.54405674299,0.7515849029724849,0.17752016411170773,11026.97791212453,0.24212502353504434,5.876279335459609,8.228828485742847,48.314514209549195,1.6412888825417982,0.20057864309780338,0.14633746423149957,0.8603058239845978,0.030099755108085668,141.76906067745549,0.0014307829543737094,0.26300017700037276,0.0054901803943380525,0.004401944994642228
1.3.6.1.4.1.9590.100.1.2.401504763912518926442932683851439819951,1,0.7474134137699546,226.83015718599825,240.7093683262037,29284.5,169.53590212836235,1192.170706323464,0.04070995599458635,29291.0,0.5088448605644733,125.0,160.0,622484944.0,1.3571778765858418,17.0,2.8381647475832326,171.0,10.033653701541363,145.23519169710832,148.0,108.0,63.0,7.19617104871716,145.77979205758692,-0.7478209606128862,622484944.0,0.4192389214187744,158.48686505747906,5.86469571230982,5.790872117311549,-0.9337404412403726,1.5532685088736229,0.08156984785615491,0.900210503967717,0.08156984785615491,0.4076866356264978,0.07491620777687864,0.9592150760719226,0.9592150760719226,0.9918430152143846,0.9796075380359613,-0.6767370603950006,0.9158952543895659,0.08156984785615491,2.3445193637621027,0.35810652544148114,1.784759743493491,0.9172747493616232,0.4318118948824343,4.6890387275242045,1.7031898956373366,0.40870958918244443,1103.0205128205127,0.40403681788297174,0.4422419460880999,5.361538461538461,502.51758241758245,3498.1128205128207,97.67656695156694,0.3027777777777778,5.605489932483738,307.1956043956044,0.1125258624159723,0.09320269024615069,387.3996174643427,0.3211524041546056,1.7512067512332088,0.09725510118387985,1103.0205128205127,0.40403681788297174,0.4422419460880999,5.361538461538461,502.51758241758245,3498.1128205128207,97.67656695156694,0.3027777777777778,307.1956043956044,0.1125258624159723,0.3211524041546056,1.7512067512332088,0.09725510118387985,5.605489932483738,0.09320269024615069,387.3996174643427,2.0905007726600022,21150.996585982044,0.722098821685229,0.20102511428466202,12279.927247277321,0.4135658133596606,5.867945785394832,8.117339797207332,48.08275579529548,2.0876122358403606,0.2616588713256632,0.15208501663385418,0.8727955875714573,0.04145850640507703,208.38090739261878,0.0010022581518419219,0.2567320885748241,0.011215360045020327,0.0030031896784394794
1.3.6.1.4.1.9590.100.1.2.225307445711972492021703541080800178003,1,0.8799084892990736,244.25798048096115,258.44341740504825,40480.5,214.92467060424514,1196.4621202458632,0.02955650548401979,40488.0,0.5961134386450397,143.0,171.0,1011316183.0,1.0064465492437173,13.0,4.39928759108074,213.0,8.429605854612065,157.65779984192847,158.0,121.0,92.0,5.880645998120448,158.04483822681553,0.21243005305414622,1011316183.0,0.6031538440373423,122.18903914270695,8.294223241666458,3.6659870829828916,-0.13624849979853926,0.8710946109484108,0.07222817821436585,0.8468643415718374,0.07222817821436585,0.3741842935593231,0.06701126848619965,0.9638859108928172,0.9638859108928172,0.9972219931456013,0.9879619702976058,-0.6113752644281891,0.8394779605985284,0.07222817821436585,2.8450846443441624,0.5476592270629589,1.3853218889943002,0.8617006112711963,0.7168964571542547,5.690169288688325,1.3130937107799356,0.23583069729069417,1287.3638583638583,0.3929682107337785,0.49553864938480313,7.882783882783883,699.2582417582418,6111.735347985348,83.62113782051283,0.1642946174196174,5.711614409230124,390.2735042735043,0.1191311063105935,0.08091286307053942,546.5139945524561,0.3323365567438294,2.587808349353378,0.058161355861042784,1287.3638583638583,0.3929682107337785,0.49553864938480313,7.882783882783883,699.2582417582418,6111.735347985348,83.62113782051283,0.1642946174196174,390.2735042735043,0.1191311063105935,0.3323365567438294,2.587808349353378,0.058161355861042784,5.711614409230124,0.08091286307053942,546.5139945524561,1.6334633039580007,30544.26570835803,0.7544029269995562,0.17984879081020677,24420.492837383918,0.2390676606251392,8.298928077455049,8.235081999604821,68.6557251531318,1.1173808494698017,0.13805505472128915,0.14709571011438233,1.20425119102505,0.021421802542926905,66.80951314444208,0.0007668284788142327,0.800391378825357,0.0017279972061338415,0.00773959370040537
1.3.6.1.4.1.9590.100.1.2.393707185513959554524123170961270881067,0,0.788641815494347,301.62466029079076,322.6670110191,53245.0,237.87381968959488,1352.7636354360202,0.025406397510301815,53250.0,0.6046755767510797,130.0,173.0,1327790258.0,1.3427448047723018,17.0,3.484279547034547,185.0,12.681233898388767,157.06753051643193,162.0,102.0,83.0,8.46261683842741,157.90829085025533,-1.1083064650908405,1327790258.0,0.5137401013026516,264.8191767185523,8.128622777147182,13.02767280010781,-2.3462958304426698,1.7468173398732134,0.05561861520998865,0.9382850580037152,0.05561861520998865,0.3098011284947221,0.05252518485211187,0.9721906923950056,0.9721906923950056,0.9967283167523535,0.9888762769580022,-0.7546004327434815,0.9310454312947778,0.05561861520998865,2.7759364358683314,0.47944813533102876,1.6638154737717614,0.9564092504258205,0.6689746500189179,5.551872871736663,1.6081968585617739,0.4506089887708005,963.018018018018,0.2891946000054108,0.8818111805499194,8.037837837837838,1537.365165165165,13241.18828828829,205.89429637971307,0.25292792792792795,6.130075394659696,416.94174174174174,0.1252077302527753,0.06253521126760564,1281.65337229121,0.34109871054170837,2.7458262866573486,0.09094608819261536,963.018018018018,0.2891946000054108,0.8818111805499194,8.037837837837838,1537.365165165165,13241.18828828829,205.89429637971307,0.25292792792792795,416.94174174174174,0.1252077302527753,0.34109871054170837,2.7458262866573486,0.09094608819261536,6.130075394659696,0.06253521126760564,1281.65337229121,1.87148718479985,42861.33701408451,0.8049077373536997,0.14450762414864776,27356.660394366198,0.4565102299808239,8.13237558685446,8.409727699530517,68.44411267605633,1.561394235785081,0.18999621804903497,0.13920083463745436,1.1285362545644235,0.028436779110879266,84.44323392181394,0.000978802195729963,0.30616883791574423,0.004241472981840613,0.004796225785457792
1.3.6.1.4.1.9590.100.1.2.47910753912017870434385834703698378596,0,0.8945189272860994,241.29350264171143,261.457453517776,39433.0,215.84160514416928,1323.273303427898,0.033557510294116556,39435.0,0.5319677329859375,143.0,162.0,927603828.0,0.8782463214573275,11.0,3.283171255639357,179.0,6.191825877530387,153.17560542665146,154.0,120.0,59.0,4.465458338780378,153.36997384723108,-0.6794643379311358,927603828.0,0.586228711178077,59.58278007912867,7.522580479803158,1.176465521213871,-0.6236252120980539,0.7588066522311062,0.06830531064178799,0.834834185194139,0.06830531064178798,0.3595673389523775,0.06363969517991681,0.965847344679106,0.965847344679106,0.9959820405504831,0.9863389378716425,-0.5980184941387122,0.8052220103350494,0.06830531064178798,2.7110800697149884,0.5259034696506165,1.225185282203436,0.835571553238111,0.6776706992003281,5.422160139429978,1.156879971561649,0.20677799071822356,1528.7399481193256,0.495700372282531,0.25929696975814254,6.405966277561609,963.2136835278859,8309.025616083009,117.03292756521112,0.18590349834270067,5.188501691298014,388.162775616083,0.12586341621792574,0.07820464054773678,799.707210114208,0.3367463523177107,2.126902011985824,0.06402266433825758,1528.7399481193256,0.495700372282531,0.25929696975814254,6.405966277561609,963.2136835278859,8309.025616083009,117.03292756521112,0.18590349834270067,388.162775616083,0.12586341621792574,0.3367463523177107,2.126902011985824,0.06402266433825758,5.188501691298014,0.07820464054773678,799.707210114208,1.5084161419251443,30028.83583111449,0.7614767549414098,0.17459788396609913,23117.929225307467,0.20819144332808312,7.5396728794218335,8.26060606060606,63.116343349816155,1.2314157967400645,0.15207567304847638,0.14586732034430777,1.0591113365171942,0.023416854896399292,95.91443858555138,0.0007496484508049501,0.47577258926294186,0.0023651519363758395,0.004468210195197643
